order_id,customer_id,product_id,store_id,employee_id,order_date,quantity,unit_price,discount_amount,sales_amount,cost_amount,profit_amount
16426,25451,20918,21213,23305.0,2024-08-24,1,289.12,0.0,289.12,172.01,117.11
36121,7340,10132,7724,988.0,2026-02-06,6,381.29,228.77,2058.97,1490.94,568.03
21148,16747,20545,813,23109.0,30-11-2024,-1,487.15,97.43,389.72,385.75,3.97
13754,4243,22447,16401,1779.0,2025-11-08,2,420.14,84.03,756.25,494.52,261.73
34824,19038,22130,21266,7983.0,2023-11-18,1,14.29,2.86,11.43,9.88,1.55
25976,21943,5599,11453,,2025-02-12,6,25.52,7.66,145.46,130.14,15.32
20100,22209,18417,20427,22683.0,2023-08-08,6,302.54,0.0,1815.24,987.42,827.82
25462,28463,21499,13225,9970.0,2024-07-02,4,415.91,83.18,1580.46,1073.8,506.66
22632,1420,20533,10655,,2026-03-01,5,650.34,162.59,3089.11,1993.35,1095.76
11809,14060,26410,1318,,2024-04-19,3,242.77,0.0,728.31,631.86,96.45
29309,11076,19188,7410,17483.0,2025-05-06,2,335.65,0.0,671.3,459.8,211.5
33102,23703,29296,9510,4631.0,2023-12-18,2,349.74,34.97,664.51,427.54,236.97
28765,24049,21313,19711,9673.0,2024-03-02,4,162.96,0.0,651.84,362.84,289.0
14815,23363,22086,2134,17932.0,2024-08-23,1,377.09,0.0,377.09,214.79,162.3
31232,5747,27670,23426,25446.0,2023-10-11,5,598.62,0.0,2993.1,1881.45,1111.65
14417,23294,999999,17555,16653.0,2026-05-06,4,447.47,0.0,1789.88,1427.04,362.84
18395,999999,27478,14659,30000.0,2026-02-18,2,440.42,0.0,880.84,745.72,135.12
35572,14086,9217,7452,19482.0,2024-12-06,1,92.26,4.61,87.65,53.75,33.9
33659,12554,3172,16796,16882.0,2025-06-04,6,447.76,0.0,2686.56,1563.36,1123.2
32742,9394,10516,3889,15800.0,2024-07-08,1,111.49,0.0,111.49,94.47,17.02
10266,21549,26751,14762,18162.0,2026-07-11,6,421.53,0.0,2529.18,1358.64,1170.54
39305,2827,9368,26312,14597.0,2023-11-25,1,272.31,0.0,272.31,158.5,113.81
22919,12876,12325,29338,5510.0,2024-03-31,5,366.97,0.0,1834.85,1160.6,674.25
21805,23039,19944,24524,27574.0,2023-06-27,3,306.69,0.0,920.07,529.65,390.42
33263,5722,30023,17164,27180.0,2024-02-07,5,291.64,0.0,1458.2,862.1,596.1
12938,24080,9309,864,5475.0,2023-04-01,3,221.03,0.0,663.09,478.23,184.86
29222,29986,7978,25831,280.0,2026-07-25,4,362.8,0.0,1451.2,883.08,568.12
39325,22439,17931,21261,12583.0,2025-12-13,3,109.52,0.0,328.56,232.89,95.67
39589,3945,999999,22910,22262.0,2025-01-21,1,141.88,0.0,141.88,79.69,62.19
26778,7493,15241,24666,2945.0,2026-01-22,2,433.14,0.0,866.28,520.68,345.6
30639,12050,8184,607,4907.0,15-12-2023,6,170.96,102.58,923.18,620.1,303.08
32235,30308,14873,16172,28273.0,2026-07-17,5,510.93,0.0,2554.65,1799.2,755.45
16268,18580,14382,27005,2944.0,2024-09-05,5,91.12,0.0,455.6,315.55,140.05
25681,8583,1898,22477,18206.0,2025-05-21,5,421.42,0.0,2107.1,1510.25,596.85
18337,29108,12006,27880,21001.0,2024-12-10,5,228.08,0.0,1140.4,753.3,387.1
13885,11378,1036,5831,4187.0,2023-05-20,3,206.54,0.0,619.62,345.66,273.96
32269,23253,3958,4941,10627.0,20-09-2024,4,41.56,256.08828591492573,166.24,138.24,28.0
38498,26423,15976,15077,14481.0,2025-09-11,1,348.19,0.0,348.19,218.46,129.73
21122,27057,2041,21193,27796.0,2025-06-07,6,465.12,279.07,2511.65,1882.68,628.97
26114,16383,14119,24432,22329.0,2023-08-28,6,419.3,251.58,2264.22,1815.42,448.8
12770,1809,3990,1101,12011.0,2023-03-06,5,490.17,122.54,2328.31,1571.7,756.61
25231,15385,29361,17488,24849.0,2026-03-08,1,590.18,59.02,531.16,395.1,136.06
29698,18416,24659,9630,11322.0,2024-09-17,3,164.55,0.0,493.65,275.64,218.01
31100,4451,5693,14623,12716.0,2023-12-25,4,151.82,91.09,516.19,355.32,160.87
31520,1661,9688,10410,1654.0,2023-10-27,4,350.15,0.0,1400.6,941.56,459.04
21747,7669,19400,13214,9410.0,2026-01-27,5,692.49,0.0,3462.45,1845.9,1616.55
30348,18833,8481,20220,23538.0,2023-01-05,2,593.56,0.0,1187.12,696.64,490.48
18664,15373,18603,26990,8342.0,2023-06-04,2,382.21,38.22,726.2,549.14,177.06
36118,2170,28183,27547,5328.0,2025-01-09,2,184.17,73.67,294.67,215.28,79.39
15713,20797,15294,23054,15811.0,2025-05-02,3,11.59,5.22,29.55,26.97,2.58
30917,7292,13889,24921,20794.0,2025-05-27,2,40.68,16.27,65.09,43.56,21.53
24708,28157,999999,15144,14477.0,2023-11-29,5,122.45,30.61,581.64,450.35,131.29
25068,3685,8900,23060,23223.0,16-02-2023,6,259.65,0.0,1557.9,948.18,609.72
25282,10832,23993,22542,10718.0,2024-04-17,2,334.74,33.47,636.01,560.22,75.79
29590,5136,6581,5335,27958.0,2024-06-10,5,224.66,0.0,1123.3,784.7,338.6
23801,2874,26446,7368,11159.0,2025-03-23,3,446.42,267.85,1071.41,995.7,75.71
26156,2664,19526,10166,19677.0,2023-01-06,2,201.45,40.29,362.61,213.96,148.65
19280,14107,6971,1394,23647.0,25-10-2023,4,184.76,0.0,739.04,507.72,231.32
10966,16502,17224,15342,3860.0,2023-02-13,1,346.78,34.68,312.1,227.56,84.54
28267,8029,3457,20454,29772.0,2026-08-01,1,571.16,85.67,485.49,357.27,128.22
35562,4491,4642,12662,12428.0,21-04-2023,6,635.24,0.0,3811.44,2333.88,1477.56
33553,20582,12522,1222,9967.0,2026-05-05,3,169.67,101.8,407.21,269.1,138.11
26764,3728,6177,27989,20289.0,2023-08-20,2,570.39,0.0,1140.78,693.4,447.38
17294,6437,8751,6889,12190.0,2023-08-21,2,176.18,52.85,299.51,204.9,94.61
39927,12487,15489,7112,14870.0,2024-03-13,4,395.69,0.0,1582.76,1320.6,262.16
32724,1094,23744,17700,10980.0,2025-07-21,1,310.03,15.5,294.53,253.52,41.01
23186,27457,4818,13287,12792.0,2025-07-30,3,23.51,7.05,63.48,38.46,25.02
37961,20368,11880,23786,25828.0,2026-04-06,5,277.77,0.0,1388.85,852.55,536.3
20611,25205,6548,10531,22578.0,06-07-2024,2,412.23,0.0,824.46,628.8,195.66
28702,24848,24169,4183,8638.0,2023-04-26,1,119.56,5.98,113.58,87.08,26.5
14953,13229,5478,17805,19659.0,2023-08-20,5,434.4,0.0,2172.0,1609.8,562.2
22681,8196,9131,13098,11549.0,25-09-2023,4,74.42,0.0,297.68,187.84,109.84
24910,18355,7532,1126,22495.0,2024-12-30,4,90.23,0.0,360.92,264.56,96.36
26433,2033,22600,6820,2978.0,2025-12-21,2,475.51,0.0,951.02,754.12,196.9
13083,8574,12449,28906,13615.0,2024-02-06,3,171.21,25.68,487.95,434.34,53.61
31609,28759,27681,13322,12039.0,2023-11-17,4,589.27,353.56,2003.52,1512.92,490.6
36942,29128,20348,2632,20893.0,2025-02-28,3,98.45,0.0,295.35,202.08,93.27
38774,24165,2346,2658,21809.0,27-02-2023,1,454.02,45.4,408.62,239.46,169.16
27384,9761,23798,29759,2436.0,2025-06-29,3,496.39,0.0,1489.17,912.51,576.66
20952,14187,7954,2056,23339.0,2026-06-20,1,222.06,0.0,222.06,189.18,32.88
28373,2647,151,23725,29996.0,2025-08-08,4,7.74,0.0,30.96,20.4,10.56
24930,5471,10476,26869,21077.0,2025-07-12,4,61.26,24.5,220.54,180.4,40.14
10018,6765,9323,20591,,07-02-2024,6,350.26,0.0,2101.56,1223.82,877.74
36853,2651,8683,2452,28579.0,2024-05-26,5,68.44,0.0,342.2,215.2,127.0
39516,16992,8315,6890,27243.0,2025-09-22,6,317.98,190.79,1717.09,1076.64,640.45
39928,4317,27138,69,7579.0,2025-01-06,5,502.63,125.66,2387.49,1940.85,446.64
35364,16355,16673,6615,17056.0,2023-01-20,2,110.9,33.27,188.53,137.96,50.57
15513,19517,15131,9963,19570.0,2024-07-14,3,444.35,0.0,1333.05,904.38,428.67
31542,13400,9935,9156,14730.0,2024-09-19,6,227.73,273.28,1093.1,1004.52,88.58
19615,7096,15052,28056,16525.0,2023-08-31,2,59.32,5.93,112.71,62.96,49.75
32870,27748,917,17203,22299.0,2026-02-25,2,223.14,0.0,446.28,334.74,111.54
12436,24623,15662,1605,2854.0,2025-07-22,5,483.76,0.0,2418.8,1967.95,450.85
30256,10026,7788,26510,642.0,2023-02-25,1,60.92,3.05,57.87,52.19,5.68
38925,12453,4436,16591,16357.0,2025-09-25,6,171.95,154.75,876.95,833.88,43.07
15164,18652,22490,27103,29642.0,2024-07-10,2,355.97,106.79,605.15,446.68,158.47
27970,1961,10532,25923,3914.0,2025-11-11,4,144.35,57.74,519.66,313.36,206.3
25000,6960,12401,17729,17531.0,2023-03-06,4,123.21,0.0,492.84,340.36,152.48
26707,18682,3278,14044,11615.0,2026-02-10,2,,62.62,563.62,414.16,149.46
11494,27375,9949,26108,19939.0,2023-03-21,1,497.54,0.0,497.54,345.61,151.93
12009,14848,4441,16324,25359.0,2026-02-22,6,166.47,0.0,998.82,652.14,346.68
18189,1190,7299,14671,17839.0,2024-12-27,6,198.47,0.0,1190.82,880.02,310.8
23535,4766,23298,11567,18796.0,13-07-2023,2,565.24,56.52,1073.96,734.5,339.46
24172,20012,17284,6440,15803.0,2025-03-14,4,302.68,0.0,1210.72,838.04,372.68
32863,15999,26378,17700,26778.0,06-01-2024,5,292.78,0.0,1463.9,1041.4,422.5
38396,24668,13102,6509,,2024-12-17,1,453.03,90.61,362.42,246.78,115.64
21863,7053,5014,21972,10781.0,2024-01-15,3,430.46,0.0,1291.38,1093.14,198.24
20631,28568,17835,20703,15407.0,2026-03-31,5,249.24,249.24,996.96,804.5,192.46
12270,3122,18311,22249,25692.0,2026-06-02,5,101.06,0.0,505.3,283.55,221.75
30271,13566,1230,20450,22006.0,24-01-2023,4,383.46,306.77,1227.07,1031.16,195.91
39789,5521,14358,12760,27101.0,2023-10-23,2,366.88,110.06,623.7,444.18,179.52
30041,27858,6954,4279,757.0,2023-08-08,1,402.21,40.22,361.99,319.35,42.64
11802,23434,12208,7649,21634.0,2026-02-20,3,540.79,0.0,1622.37,1159.5,462.87
31864,2429,12544,5190,4766.0,2023-02-24,5,95.04,0.0,475.2,264.9,210.3
15462,1505,9649,23401,24082.0,2023-09-27,2,285.62,0.0,571.24,343.78,227.46
18623,17908,2532,28250,4507.0,2023-05-29,5,353.98,0.0,1769.9,1082.35,687.55
37424,26454,7444,28561,6503.0,2024-09-02,3,157.51,47.25,425.28,396.69,28.59
22707,10931,12124,21395,24961.0,2025-07-02,3,73.31,0.0,219.93,138.27,81.66
30679,643,27733,21196,16791.0,2023-06-13,2,162.61,32.52,292.7,191.02,101.68
33728,11095,11772,24519,17122.0,2023-02-19,3,469.32,0.0,1407.96,1134.69,273.27
29515,6018,8656,12432,5620.0,2024-06-06,3,99.57,0.0,298.71,220.17,78.54
39706,5417,27432,11154,18541.0,2023-03-30,3,297.04,44.56,846.56,472.65,373.91
11304,10669,12542,9210,12524.0,2024-06-16,3,97.23,0.0,291.69,175.05,116.64
31350,3000,23754,2366,13506.0,2025-04-30,2,131.14,52.46,209.82,209.54,0.28
22712,15901,19791,22041,24933.0,07-06-2025,3,197.43,0.0,592.29,360.63,231.66
26621,10613,23252,16046,13624.0,2026-05-10,4,140.67,0.0,562.68,487.68,75.0
22390,19258,28336,5186,24820.0,2025-12-22,6,358.08,322.27,1826.21,1534.62,291.59
12735,14734,26940,5134,2796.0,2024-06-20,2,406.41,0.0,812.82,533.42,279.4
34615,4017,6309,18727,23945.0,2025-11-06,3,176.65,0.0,529.95,304.98,224.97
25542,5852,25685,7286,21111.0,20-07-2023,2,86.15,17.23,155.07,126.74,28.33
17979,29438,2142,8396,16150.0,2025-09-15,2,377.91,0.0,755.82,648.98,106.84
12547,1423,9036,27799,21571.0,2025-09-13,5,279.2,279.2,1116.8,787.55,329.25
27356,17229,21197,250,2118.0,2023-10-13,3,527.23,0.0,1581.69,880.17,701.52
25727,15215,8888,20661,22132.0,2023-12-02,4,408.57,163.43,1470.85,1248.84,222.01
22404,29722,9734,13936,29955.0,2024-06-18,3,500.33,150.1,1350.89,875.43,475.46
16405,28220,28739,24889,17668.0,2026-06-30,1,365.42,0.0,365.42,230.88,134.54
14561,14523,18411,11952,23390.0,2025-01-08,2,252.7,25.27,480.13,361.78,118.35
12196,24865,12547,11458,17415.0,2024-01-04,2,19.44,0.0,38.88,32.94,5.94
27406,16634,2377,27170,13736.0,2026-05-12,4,293.6,0.0,1174.4,729.24,445.16
11704,5743,5250,8441,4952.0,2024-08-15,1,57.97,0.0,57.97,48.68,9.29
18970,10460,12449,20497,,2025-07-09,5,171.21,42.8,813.25,723.9,89.35
11291,11212,19260,17503,1683.0,2025-07-01,6,177.78,0.0,1066.68,802.26,264.42
15571,22957,24929,12569,19724.0,2025-09-10,6,153.62,0.0,921.72,641.94,279.78
38842,23448,28011,4266,11702.0,2026-07-16,1,490.45,73.57,416.88,288.39,128.49
17889,7263,25504,10155,16434.0,2023-02-22,5,638.18,0.0,3190.9,1680.2,1510.7
35892,1245,12073,2024,1498.0,2025-08-08,3,336.74,0.0,1010.22,640.26,369.96
21326,9883,25779,16198,2358.0,2023-06-19,6,266.28,79.88,1517.8,1158.36,359.44
20599,9101,7725,10990,1775.0,2023-07-11,4,157.1,62.84,565.56,336.96,228.6
20856,20393,21694,25447,27105.0,2024-11-14,6,69.98,0.0,419.88,312.36,107.52
20312,6087,8395,269,4716.0,2023-12-10,3,236.66,0.0,709.98,545.88,164.1
14679,1264,21875,5003,11514.0,2024-08-09,2,19.3,1.93,36.67,31.44,5.23
22954,3512,27662,8984,21820.0,18-02-2024,4,294.97,0.0,1179.88,661.88,518.0
23357,5842,16359,29277,605.0,2026-04-11,6,132.04,0.0,792.24,478.56,313.68
24690,15120,11267,16469,845.0,07-12-2024,4,27.14,0.0,108.56,71.0,37.56
16207,3748,1501,27382,6115.0,2026-02-26,4,391.76,0.0,1567.04,919.08,647.96
35458,7117,999999,25495,,2023-03-15,5,633.38,0.0,3166.9,1810.35,1356.55
28737,23555,16442,2455,1442.0,2023-01-25,5,624.34,0.0,3121.7,1952.0,1169.7
10397,15885,26397,26401,921.0,31-10-2024,2,297.36,0.0,594.72,448.76,145.96
32601,30049,28193,15421,25212.0,2024-11-03,4,168.02,0.0,672.08,393.72,278.36
37070,5870,26432,21775,26324.0,2023-07-29,3,253.88,152.33,609.31,633.24,-23.93
17118,3547,21569,21575,17022.0,2023-04-22,3,404.08,0.0,1212.24,1005.36,206.88
15305,982,13108,10820,20744.0,2024-05-06,1,136.11,0.0,136.11,75.81,60.3
29220,26052,16273,13020,25796.0,2026-02-18,3,484.25,72.64,1380.11,853.2,526.91
16006,4818,16227,13217,22800.0,2023-10-25,3,544.94,0.0,1634.82,1041.0,593.82
14111,4995,10727,22833,,02-03-2023,1,539.02,80.85,458.17,379.0,79.17
20476,18871,3932,4522,1512.0,2026-04-22,6,132.51,0.0,795.06,429.06,366.0
37508,26008,3356,1155,4858.0,2024-12-04,2,76.29,0.0,152.58,119.44,33.14
19316,30478,27779,6768,17700.0,2023-05-10,3,291.87,0.0,875.61,712.23,163.38
22572,27571,24204,7383,10531.0,2025-06-27,4,166.61,33.32,633.12,370.0,263.12
33143,8603,19625,13612,27138.0,2024-04-11,3,366.98,110.09,990.85,599.67,391.18
11596,7033,17144,16134,6855.0,2023-12-06,2,102.01,20.4,183.62,122.6,61.02
27798,16303,27845,8686,2785.0,2024-06-15,5,213.14,159.85,905.85,596.05,309.8
24118,29972,3275,7559,15683.0,2025-10-04,5,66.36,16.59,315.21,182.15,133.06
25297,17972,11589,29869,14847.0,26-08-2024,5,354.72,0.0,1773.6,1265.75,507.85
17506,3383,24109,8628,15321.0,2025-02-08,6,364.9,218.94,1970.46,1173.42,797.04
26422,3660,10661,27493,22496.0,2024-10-14,2,270.5,108.2,432.8,414.94,17.86
29144,28115,28195,23395,10467.0,2023-09-08,5,355.17,355.17,1420.68,1296.5,124.18
19943,27022,8634,23570,17489.0,2026-02-04,5,413.18,0.0,2065.9,1433.2,632.7
22376,15154,5752,22335,1006.0,2024-09-20,1,9.05,1.81,7.24,7.74,-0.5
36234,4081,12910,23287,,2023-06-15,4,713.98,285.59,2570.33,1555.0,1015.33
34908,21233,19335,18375,11559.0,2025-03-24,1,41.64,0.0,41.64,25.37,16.27
23589,9436,29059,280,23598.0,2024-06-11,1,310.99,31.1,279.89,233.59,46.3
17748,21914,23578,16052,29200.0,2024-08-15,1,604.3,60.43,543.87,335.89,207.98
29567,2341,1975,13610,15849.0,2023-11-30,4,258.77,103.51,931.57,767.64,163.93
39416,27053,14518,28252,11215.0,2023-12-15,1,22.96,2.3,20.66,19.91,0.75
20936,26820,12388,8353,23932.0,2026-08-10,2,380.7,0.0,761.4,588.16,173.24
20020,4121,5422,16298,15840.0,2023-09-07,6,355.86,106.76,2028.4,1211.58,816.82
10483,4755,5715,25740,22067.0,2024-12-19,3,219.74,0.0,659.22,561.66,97.56
10773,15829,6560,6932,,2025-04-21,3,634.57,285.56,1618.15,1016.91,601.24
20564,1092,20131,8868,22600.0,2024-10-09,2,55.26,0.0,110.52,86.98,23.54
15565,4972,8283,16709,9737.0,2024-01-01,1,,13.19,250.59,207.16,43.43
39401,12790,12806,10755,11710.0,2023-04-15,5,106.76,0.0,533.8,398.8,135.0
37909,18051,13186,22976,15802.0,2025-07-08,1,53.98,0.0,53.98,30.96,23.02
35134,7471,228,9712,13634.0,2026-04-15,6,456.87,0.0,2741.22,1561.86,1179.36
18102,22921,21707,14182,1299.0,2025-02-07,4,216.37,0.0,865.48,708.12,157.36
21542,24415,3763,11984,6441.0,2025-07-21,1,619.62,0.0,619.62,338.8,280.82
19382,8016,9822,26573,1555.0,2024-05-25,6,232.3,278.76,1115.04,1210.62,-95.58
27596,2208,26913,27886,26018.0,2023-12-02,4,477.81,286.69,1624.55,1068.0,556.55
39480,19876,13223,21510,5122.0,2023-12-31,4,636.12,2638.662836168767,5088.96,1358.76,1185.72
34997,29890,4378,18138,29428.0,2024-03-30,1,658.88,0.0,658.88,389.46,269.42
30503,11282,250,7277,14969.0,2023-04-09,2,543.01,0.0,1086.02,651.34,434.68
32721,11934,14413,24867,15008.0,2026-04-15,1,292.69,0.0,292.69,155.13,137.56
34391,12745,4378,25320,10633.0,2025-04-08,5,658.88,329.44,2964.96,1947.3,1017.66
12233,26702,11538,13582,27679.0,2024-04-05,2,336.22,0.0,672.44,500.92,171.52
17723,2570,16436,3791,8511.0,2024-02-13,3,671.47,0.0,2014.41,1159.5,854.91
35614,29441,10582,12870,,2026-03-25,1,81.57,16.31,65.26,69.36,-4.1
23378,26636,24284,15168,7881.0,2024-04-11,2,438.88,0.0,877.76,482.1,395.66
22951,1488,711,7500,19283.0,2025-11-11,4,111.31,66.79,378.45,284.72,93.73
26271,18268,5832,13815,3465.0,2024-01-18,3,430.8,0.0,1292.4,996.69,295.71
12785,5195,1879,1116,,2024-10-20,2,74.12,0.0,148.24,106.28,41.96
36846,26848,24375,25409,16928.0,2023-05-25,4,143.01,0.0,572.04,309.8,262.24
34524,816,20312,25654,3958.0,2023-08-22,5,578.17,0.0,2890.85,1700.8,1190.05
13582,11630,27480,20446,4158.0,2024-10-17,5,329.85,82.46,1566.79,881.0,685.79
19751,17454,909,15480,19206.0,2026-08-09,5,162.03,0.0,810.15,642.5,167.65
16663,25253,28572,11373,25549.0,2024-09-02,2,269.93,53.99,485.87,456.36,29.51
30945,27202,19532,16785,958.0,13-04-2025,5,294.85,0.0,1474.25,807.7,666.55
12320,14695,18061,29599,4941.0,2023-06-22,5,551.49,0.0,2757.45,1589.65,1167.8
35905,8019,24366,28714,22254.0,2025-09-14,3,,0.0,1718.64,1058.79,659.85
18041,5866,4196,25504,26564.0,2024-10-25,4,439.55,351.64,1406.56,1212.76,193.8
29569,1308,27255,4904,14145.0,02-02-2024,3,408.01,244.81,979.22,824.58,154.64
22218,21041,22588,12733,3752.0,2023-10-09,1,345.82,0.0,345.82,197.76,148.06
11808,1629,22578,9293,21064.0,18-08-2025,6,488.6,0.0,2931.6,1827.12,1104.48
39913,10244,9177,5414,1315.0,2024-05-12,5,152.26,38.06,723.24,466.05,257.19
29109,10715,1957,29778,,2025-09-29,6,503.06,0.0,3018.36,2099.28,919.08
37967,5767,22918,8125,,2025-03-12,1,189.9,0.0,189.9,111.15,78.75
20469,6336,29054,24244,26134.0,2026-07-14,2,534.37,0.0,1068.74,702.9,365.84
30360,2962,3335,22307,26974.0,2024-09-10,1,514.09,0.0,514.09,374.42,139.67
19986,22183,731,26330,23761.0,2024-03-18,3,66.92,0.0,200.76,128.85,71.91
32186,29086,999999,29450,,2024-10-31,1,267.7,0.0,267.7,209.05,58.65
21844,10904,21499,16113,15849.0,2023-09-24,2,415.91,0.0,831.82,536.9,294.92
39283,29539,9280,1391,4059.0,2023-09-08,5,223.29,0.0,1116.45,880.0,236.45
27717,23062,27907,26809,21642.0,2024-11-28,3,119.27,0.0,357.81,254.76,103.05
25342,8019,1540,7483,14591.0,2025-05-25,5,331.44,248.58,1408.62,1077.7,330.92
38285,20408,6488,11147,3029.0,2026-04-12,2,516.32,0.0,1032.64,796.58,236.06
23843,18013,20708,16834,8057.0,2024-06-06,3,580.48,87.07,1654.37,1091.46,562.91
30755,8374,5731,17460,8647.0,2026-04-28,3,455.32,136.6,1229.36,1151.46,77.9
13400,14103,24141,1455,20988.0,2023-09-10,6,36.76,33.08,187.48,124.62,62.86
35466,5417,25546,12382,,2023-11-12,6,175.43,0.0,1052.58,845.7,206.88
13920,8915,7723,4363,25269.0,2024-11-16,3,103.09,30.93,278.34,251.67,26.67
34380,26577,19394,22839,8476.0,30-03-2024,6,408.83,367.95,2085.03,1707.36,377.67
30386,803,8043,6515,19006.0,2023-07-22,6,261.45,313.74,1254.96,1298.58,-43.62
17516,20808,17658,22673,20789.0,2025-01-11,4,297.91,0.0,1191.64,690.92,500.72
36803,25213,4773,13565,22691.0,06-07-2025,4,478.75,0.0,1915.0,1211.24,703.76
13215,22890,3634,12937,29391.0,2023-08-07,6,302.31,181.39,1632.47,1396.02,236.45
29927,9812,8504,13036,223.0,2024-03-17,5,349.15,261.86,1483.89,1480.05,3.84
34654,13688,3862,9214,11913.0,2024-03-15,5,9.3,4.65,41.85,26.6,15.25
32161,16618,20073,11979,5429.0,2025-11-20,1,22.48,0.0,22.48,18.05,4.43
35608,27230,21713,20975,23169.0,2026-08-10,6,92.32,27.7,526.22,380.46,145.76
22033,8412,16545,9277,5531.0,2023-07-11,6,394.12,0.0,2364.72,1688.64,676.08
39536,22204,13634,16174,1312.0,2026-08-10,1,229.62,45.92,183.7,159.58,24.12
36621,26836,29403,21697,21145.0,2025-05-09,2,590.56,59.06,1122.06,664.44,457.62
22149,1781,13834,2965,26695.0,2025-08-01,4,28.76,0.0,115.04,79.52,35.52
34668,13309,29804,13622,27217.0,2025-01-21,2,287.72,0.0,575.44,319.72,255.72
35264,21300,6198,26397,13073.0,2026-02-08,5,322.88,0.0,1614.4,1041.8,572.6
13182,21466,23131,17690,16993.0,2024-09-24,4,118.02,0.0,472.08,310.36,161.72
13758,21763,5047,8651,3475.0,2025-10-03,1,364.48,0.0,364.48,222.55,141.93
38722,5725,17253,12062,23601.0,2026-06-20,6,189.7,170.73,967.47,689.7,277.77
24546,28043,8392,29807,16323.0,08-07-2025,6,476.58,0.0,2859.48,2091.18,768.3
24471,26439,22240,4134,10853.0,2023-10-31,6,310.43,0.0,1862.58,1067.94,794.64
18414,16740,920,5046,21471.0,13-01-2026,1,132.67,0.0,132.67,100.03,32.64
23688,7074,16927,2697,3704.0,22-08-2024,4,464.52,185.81,1672.27,1337.92,334.35
24145,22715,16681,7804,26835.0,2025-12-01,5,468.48,0.0,2342.4,1760.45,581.95
19376,7033,14374,26551,8914.0,2023-11-18,4,639.77,0.0,2559.08,1540.4,1018.68
16506,25763,22507,17796,16975.0,2023-02-25,1,69.24,0.0,69.24,52.64,16.6
24526,8896,14545,8689,1641.0,2025-08-04,1,378.84,18.94,359.9,235.94,123.96
34406,14683,22845,22109,21164.0,2025-11-21,6,455.7,0.0,1367.1,2215.44,518.76
13617,2960,28780,24463,7971.0,2026-03-30,3,206.91,31.04,589.69,486.6,103.09
29126,22174,7293,15088,10736.0,2023-09-17,2,347.53,0.0,695.06,532.56,162.5
13542,3372,8714,29055,1445.0,2023-01-14,3,118.86,53.49,303.09,248.34,54.75
24767,24764,1065,1856,5550.0,2026-02-17,6,380.95,0.0,2285.7,1325.58,960.12
32277,10753,13313,2923,9068.0,2024-11-24,1,332.35,16.62,315.73,192.83,122.9
11744,14694,23604,27020,7857.0,2025-09-21,3,239.16,0.0,717.48,436.8,280.68
39535,13364,26956,29849,20149.0,2025-07-29,3,388.36,116.51,1048.57,677.25,371.32
24645,2457,20498,23830,20473.0,2026-02-28,6,153.78,138.4,784.28,796.44,-12.16
14951,5190,9310,3249,7126.0,2024-07-16,1,63.21,0.0,63.21,34.06,29.15
27006,19424,1543,2305,15955.0,2026-08-01,5,670.14,0.0,3350.7,1954.35,1396.35
11676,8610,28266,100,15048.0,2023-03-05,1,447.75,44.78,402.97,316.82,86.15
22802,6506,27522,27940,14165.0,2023-07-04,1,359.88,0.0,359.88,221.04,138.84
10120,27402,15067,6195,,2024-06-03,2,43.69,0.0,87.38,63.2,24.18
25602,29111,1711,15996,24950.0,2026-05-08,2,45.01,13.5,76.52,56.96,19.56
24164,24138,1902,13350,21165.0,2026-02-04,2,518.55,0.0,1037.1,672.76,364.34
15048,19853,27586,22686,17503.0,2024-11-30,2,68.03,0.0,136.06,116.26,19.8
14120,18257,12435,3636,5840.0,2025-02-14,2,126.47,0.0,252.94,165.06,87.88
16563,28255,25005,22341,20228.0,2025-01-18,3,112.03,67.22,268.87,180.54,88.33
33708,24996,25617,14688,16003.0,2025-10-28,1,510.02,0.0,510.02,355.32,154.7
15246,21360,29540,12961,12690.0,2024-07-14,2,60.1,24.04,96.16,92.16,4.0
13987,4505,4410,23450,,2024-10-27,1,163.95,24.59,139.36,113.58,25.78
15628,28802,11629,29835,21222.0,2025-11-06,3,369.8,0.0,1109.4,906.42,202.98
24223,26646,25707,4965,26456.0,2024-07-21,3,556.52,250.43,1419.13,1109.61,309.52
19527,999999,8564,117,11502.0,2026-07-09,6,32.21,0.0,193.26,138.48,54.78
28591,30270,12878,26787,19807.0,2024-10-13,5,370.58,0.0,1852.9,1014.2,838.7
15916,2576,26730,27619,21914.0,2025-08-11,4,132.96,53.18,478.66,358.24,120.42
15660,24891,26722,1787,5239.0,2025-01-19,6,85.25,51.15,460.35,373.08,87.27
22426,27723,25580,28472,26926.0,2024-06-01,5,,0.0,1863.1,1216.4,646.7
23905,5089,3713,1547,15858.0,2024-03-06,2,127.06,25.41,228.71,218.04,10.67
30921,19322,25256,11011,22595.0,2023-02-05,3,382.02,0.0,1146.06,753.33,392.73
28581,12636,3779,18573,29201.0,2026-02-10,5,302.72,151.36,1362.24,842.2,520.04
18333,12408,17204,18656,19361.0,2026-06-07,3,129.96,77.98,311.9,235.29,76.61
13143,1107,20499,29883,22944.0,2024-11-10,4,353.53,70.71,1343.41,745.04,598.37
36464,6643,24494,23371,23164.0,23-08-2023,3,82.84,49.7,198.82,131.91,66.91
33846,20154,19270,19322,12533.0,2024-09-01,2,156.66,0.0,313.32,215.2,98.12
