inventory_id,product_id,store_id,warehouse_id,snapshot_date,stock_quantity,reserved_quantity,available_quantity,reorder_level,inventory_status
112147,28866,14437.0,,2026-03-29,360,94,266,43.0,In Stock
112744,25361,,200.0,2026-01-26,165,78,87,83.0,In Stock
91339,13587,,82.0,2026-06-05,439,21,418,63.0,Overstock
112268,999999,20493.0,,2026-05-06,139,43,123,75.0,In Stock
107235,3414,,155.0,2026-07-28,324,77,247,72.0,In Stock
109311,9922,27684.0,,2026-04-27,415,92,323,17.0,In Stock
97918,17089,4021.0,,2026-03-02,177,6,171,79.0,In Stock
114421,13325,,96.0,2026-06-23,467,42,425,90.0,Overstock
111598,27729,4345.0,,2026-04-02,327,98,229,27.0,In Stock
95366,1122,25022.0,,2026-03-06,218,48,170,12.0,In Stock
100936,25361,12704.0,,2026-01-26,258,3,255,87.0,In Stock
106633,28862,12093.0,,2026-01-07,174,43,131,97.0,In Stock
109497,21806,18837.0,,2026-03-02,171,70,101,47.0,In Stock
112322,16100,10233.0,,2026-02-27,394,80,314,88.0,In Stock
100549,3193,,67.0,2026-05-10,9,6,3,11.0,Low Stock
98355,23416,,52.0,2026-01-02,205,39,166,79.0,In Stock
92866,9324,11183.0,,2026-07-01,71,71,0,44.0,Out of Stock
105599,19874,,108.0,2026-05-31,17,12,5,34.0,Low Stock
107406,9914,6697.0,,2026-04-12,61,4,57,34.0,In Stock
114146,10620,6569.0,,2026-05-15,418,0,418,17.0,Overstock
93837,28413,,8.0,2026-08-08,359,71,288,29.0,In Stock
110985,25061,29967.0,,2026-04-06,450,92,358,92.0,In Stock
114267,21501,13592.0,,2026-03-16,233,42,191,85.0,In Stock
96199,19050,7832.0,,2026-02-04,258,73,185,84.0,In Stock
97786,15121,15500.0,,2026-05-18,278,0,278,87.0,In Stock
94123,24563,9738.0,,2026-03-25,-9,63,427,32.0,Overstock
111307,22067,16573.0,,2026-03-07,21,16,5,42.0,Low Stock
90684,8297,20588.0,,2026-07-24,444,88,356,24.0,In Stock
105795,29548,,123.0,2026-07-25,170,98,72,73.0,Low Stock
107926,28690,25672.0,,2026-01-02,454,46,408,,Overstock
108841,4350,13214.0,,2026-03-26,463,7,456,88.0,Overstock
91292,999999,,107.0,2026-03-21,9,2,7,73.0,Low Stock
100647,8487,21125.0,,2026-03-04,274,97,177,45.0,In Stock
97086,684,,43.0,2026-06-13,498,1,497,38.0,Overstock
115739,5422,11421.0,,2026-03-24,34,13,21,57.0,Low Stock
104545,28637,10078.0,,2026-03-02,81,66,15,86.0,Low Stock
113635,25517,,127.0,2026-01-14,158,22,136,62.0,In Stock
97389,15763,3748.0,,2026-06-11,373,19,354,18.0,In Stock
97349,16112,8051.0,,2026-03-20,448,79,369,38.0,In Stock
111717,13602,18340.0,,2026-02-05,255,83,172,68.0,In Stock
114755,2112,,116.0,2026-03-02,439,35,404,41.0,Overstock
101308,23805,,121.0,2026-01-01,448,21,427,41.0,Overstock
97810,16878,,106.0,2026-06-18,449,43,406,26.0,Overstock
113965,8370,22897.0,,2026-01-17,123,15,108,75.0,In Stock
118925,6174,4438.0,,2026-06-08,100,98,2,68.0,Low Stock
106471,5340,20881.0,,2026-02-20,488,39,449,72.0,Overstock
98495,11863,16436.0,,2026-07-22,113,6,107,47.0,In Stock
114552,12780,,65.0,2026-01-14,203,62,141,55.0,In Stock
107049,10393,21208.0,,2026-01-06,197,17,180,68.0,In Stock
114980,13948,18175.0,,2026-02-05,498,16,482,94.0,Overstock
103254,2179,6013.0,,2026-06-17,62,38,24,48.0,Low Stock
97664,6270,9737.0,,2026-06-10,408,80,328,91.0,In Stock
97108,21491,1256.0,,2026-02-24,305,75,230,39.0,In Stock
95475,27621,25976.0,,2026-01-04,60,23,37,86.0,Low Stock
97054,28103,9352.0,,2026-08-18,377,93,284,76.0,In Stock
108780,9857,2588.0,,2026-05-11,320,42,278,72.0,In Stock
109013,19451,,167.0,2026-02-01,297,8,289,34.0,In Stock
105662,7309,,177.0,2026-04-06,359,49,310,89.0,unknown
115314,14399,12215.0,,2026-05-06,217,2,215,51.0,In Stock
99150,6991,25334.0,,2026-03-30,191,74,117,64.0,In Stock
91384,5577,1968.0,,2026-06-02,121,59,62,31.0,In Stock
105645,6512,14373.0,,2026-01-09,66,39,27,39.0,Low Stock
92442,16839,,159.0,2026-02-15,66,13,53,59.0,Low Stock
114132,26432,,117.0,2026-03-29,291,95,196,31.0,In Stock
98142,24584,13861.0,,2026-03-29,167,9,158,51.0,In Stock
102326,13072,4999.0,,2026-01-22,259,97,162,80.0,In Stock
96658,1243,,124.0,2026-02-07,477,86,391,22.0,In Stock
105177,2727,23781.0,,2026-03-16,321,46,275,72.0,In Stock
99545,1468,999999.0,,2026-08-18,352,35,317,46.0,In Stock
96780,11557,6742.0,,2026-08-15,49,30,19,28.0,Low Stock
103820,14830,14721.0,,2026-03-07,349,100,249,30.0,In Stock
114310,4752,19148.0,,2026-07-05,220,84,136,62.0,In Stock
104205,948,8491.0,,2026-04-26,241,11,230,31.0,In Stock
105519,5007,14768.0,,2026-05-03,230,84,146,86.0,In Stock
97306,28179,29532.0,,2026-07-31,298,82,216,55.0,In Stock
101608,5011,24543.0,,2026-01-13,341,84,257,82.0,N/A
102431,6300,6916.0,,2026-06-06,402,95,307,73.0,In Stock
98846,24990,15897.0,,2026-04-28,80,60,20,92.0,Low Stock
115618,2017,5439.0,,2026-01-30,86,80,6,78.0,Low Stock
95526,14142,,16.0,2026-01-10,149,25,124,59.0,In Stock
109789,21696,999999.0,129.0,2026-01-28,9,9,0,17.0,Out of Stock
116424,17265,23537.0,,2026-02-23,473,30,443,27.0,Overstock
108471,23538,23951.0,,2026-08-01,160,38,122,78.0,In Stock
90432,28161,,162.0,2026-02-07,64,28,36,92.0,Low Stock
114130,8090,2734.0,,2026-07-12,486,5,481,33.0,Overstock
117019,3526,28480.0,,2026-04-22,270,96,174,100.0,In Stock
100512,3954,18573.0,,2026-05-08,330,7,415,89.0,In Stock
92752,7035,5259.0,,2026-01-30,280,45,235,87.0,N/A
96499,5524,10552.0,,2026-04-16,434,30,404,96.0,Overstock
102138,18062,25296.0,,2026-08-16,132,51,81,56.0,In Stock
115197,22676,,5.0,2026-08-11,80,7,73,12.0,In Stock
104499,20382,14891.0,,2026-06-17,301,28,273,12.0,In Stock
96251,13571,14295.0,,2026-07-25,140,43,97,44.0,In Stock
91867,23180,23868.0,,2026-04-12,446,30,416,31.0,Overstock
98993,6192,5689.0,,2026-01-27,133,8,125,31.0,In Stock
102458,814,4554.0,,2026-04-28,304,0,304,92.0,In Stock
90125,25935,20843.0,,2026-01-07,318,18,300,84.0,In Stock
90452,29707,,8.0,2026-06-16,353,39,314,86.0,In Stock
99184,25074,23682.0,,2026-07-27,457,74,383,24.0,In Stock
91607,16039,8776.0,,2026-07-20,349,22,327,46.0,In Stock
102746,3973,,91.0,2026-05-23,41,25,16,86.0,Low Stock
104045,13288,25799.0,,2026-08-07,287,99,188,25.0,In Stock
113264,1234,23692.0,,2026-05-10,293,31,262,100.0,In Stock
109918,11309,21481.0,,2026-06-18,492,23,469,55.0,Overstock
119484,23435,22120.0,,2026-07-08,168,34,134,94.0,In Stock
114205,168,25299.0,,2026-07-08,400,40,360,62.0,In Stock
96288,12124,17556.0,,2026-07-14,36,16,20,99.0,Low Stock
108693,22815,831.0,,2026-04-23,108,40,68,34.0,In Stock
106208,8006,14495.0,,2026-04-10,125,3,122,92.0,in stock
112153,28077,,199.0,2026-06-10,6,3,3,73.0,Low Stock
105312,11037,15846.0,,2026-03-28,144,73,71,65.0,In Stock
104769,25514,,187.0,2026-01-26,396,25,371,18.0,In Stock
114678,1670,24435.0,,2026-07-23,391,95,296,23.0,In Stock
100622,8248,9473.0,,2026-07-27,498,32,466,37.0,Overstock
112783,20886,11912.0,,2026-02-08,473,57,416,39.0,Overstock
97118,23460,14736.0,,2026-05-26,376,16,360,20.0,In Stock
99438,23571,9441.0,,2026-05-06,468,50,418,34.0,Overstock
95103,17823,4631.0,,2026-02-14,8,5,3,11.0,Low Stock
102541,14584,,55.0,2026-06-05,343,68,275,87.0,In Stock
119058,20949,11283.0,,2026-03-20,307,43,264,63.0,In Stock
111002,15477,14453.0,,2026-07-05,127,99,28,88.0,Low Stock
102120,15503,24312.0,,2026-03-03,408,9,399,20.0,In Stock
101833,5102,5948.0,,2026-02-17,172,98,74,53.0,In Stock
107076,999999,12200.0,,2026-07-07,17,0,17,13.0,In Stock
92082,10880,,160.0,2026-02-09,245,3,242,94.0,In Stock
105566,24830,18416.0,,2026-01-10,36,36,0,42.0,Out of Stock
111962,3537,17891.0,,2026-03-04,387,69,318,70.0,In Stock
116390,16369,17176.0,,2026-01-05,401,76,325,12.0,In Stock
103702,23455,28953.0,,2026-05-27,322,6,316,67.0,In Stock
96700,19075,23960.0,,2026-07-26,422,47,375,54.0,In Stock
90171,7607,8853.0,,2026-08-13,15,15,0,55.0,Out of Stock
112130,13643,23390.0,,2026-03-27,24,0,24,22.0,unknown
105957,15460,28259.0,,2026-04-11,308,46,262,62.0,In Stock
101266,14441,,149.0,2026-07-02,326,76,250,36.0,In Stock
109877,10049,28538.0,,2026-03-23,315,58,257,93.0,In Stock
92091,24523,24636.0,,2027-01-01,388,37,371,66.0,In Stock
100990,23284,1578.0,,2026-07-31,332,12,320,17.0,In Stock
109790,30078,15886.0,,2026-06-10,341,3,338,41.0,In Stock
100019,4988,19112.0,,2026-08-14,222,22,200,45.0,N/A
103876,18496,20012.0,,2026-03-08,200,97,127,45.0,In Stock
98204,15205,3743.0,,2026-08-14,120,63,57,41.0,In Stock
112035,22250,,189.0,2026-03-26,89,53,36,31.0,In Stock
97791,4502,15365.0,,2026-01-17,65,21,44,83.0,Low Stock
112478,25566,26996.0,,2026-07-05,178,25,153,32.0,In Stock
99139,23810,12008.0,,2026-05-03,240,98,142,21.0,In Stock
101995,588,14124.0,,2026-07-11,23,10,13,71.0,Low Stock
107384,16387,1654.0,,2026-03-17,349,14,335,64.0,In Stock
110641,22582,,20.0,2026-06-17,172,50,122,18.0,In Stock
114040,19723,,109.0,2026-05-28,108,97,11,93.0,Low Stock
106821,1363,24112.0,,2026-02-17,224,2,222,36.0,In Stock
119951,5093,999999.0,,2026-03-08,436,14,422,78.0,Overstock
98394,24358,,192.0,2026-05-19,54,8,119,21.0,In Stock
104561,23874,16772.0,,2026-06-01,263,31,232,92.0,N/A
93510,13676,,102.0,2026-02-23,480,81,399,27.0,In Stock
109873,15282,29900.0,,2026-08-10,418,14,404,69.0,Overstock
105172,15918,17736.0,,2026-05-18,380,43,337,66.0,In Stock
107216,1651,,19.0,2026-06-24,402,88,314,80.0,In Stock
103195,2916,22058.0,,2026-04-04,388,424,364,50.0,In Stock
109536,25994,,149.0,2026-01-21,319,70,249,49.0,In Stock
109975,28637,18581.0,,2026-01-27,147,46,101,21.0,in stock
118640,7989,17305.0,,2026-03-07,203,40,163,63.0,In Stock
95999,29028,11356.0,,2026-01-04,362,14,348,17.0,In Stock
90004,16829,491.0,,2026-05-20,220,33,187,55.0,In Stock
102321,10096,14596.0,,2026-05-17,297,37,260,55.0,In Stock
91633,17494,,182.0,2026-04-19,449,59,390,35.0,In Stock
104939,20386,10340.0,,2026-08-18,241,48,193,74.0,In Stock
98471,576,18463.0,,2026-06-24,272,84,188,56.0,In Stock
102194,999999,20907.0,,2026-03-24,138,79,59,88.0,Low Stock
111555,12450,12580.0,,2026-04-26,77,25,52,12.0,In Stock
117192,7186,23675.0,,2026-08-05,38,15,23,68.0,Low Stock
116945,8050,4375.0,,2026-01-30,154,39,115,53.0,In Stock
98711,19094,23260.0,,2026-04-11,21,6,15,51.0,Low Stock
93394,27481,14018.0,,2026-01-21,-10,48,297,17.0,in stock
115962,28564,3046.0,,2026-04-25,416,4,412,65.0,Overstock
90467,21070,4988.0,,2026-04-19,91,38,53,79.0,Low Stock
115937,23603,,15.0,2026-06-18,238,39,199,61.0,In Stock
118191,15618,4671.0,,2026-01-30,450,43,407,78.0,Overstock
100697,11294,14945.0,,2026-03-07,191,7,184,16.0,In Stock
99091,26611,12876.0,,2026-02-08,401,88,313,64.0,In Stock
114232,22608,17842.0,,2026-03-22,128,84,44,46.0,Low Stock
107268,16116,25643.0,,2026-02-03,477,34,443,19.0,Overstock
109953,27548,,46.0,2026-07-24,480,73,407,47.0,Overstock
94339,24708,28345.0,,2026-07-11,198,14,184,39.0,In Stock
103475,12794,5527.0,,2026-07-16,81,3,78,47.0,In Stock
96770,15570,10412.0,,2026-07-16,262,78,184,94.0,In Stock
103900,7077,8323.0,,2026-08-03,68,43,25,43.0,Low Stock
93629,22594,,113.0,2026-06-20,228,36,192,15.0,In Stock
100576,14366,,86.0,2026-01-28,425,100,325,11.0,In Stock
106091,28807,,199.0,2026-07-15,114,58,56,61.0,Low Stock
112027,19670,28852.0,,2026-03-15,372,0,372,17.0,In Stock
112379,13687,4037.0,,2026-02-11,232,42,190,21.0,In Stock
111443,999999,12193.0,,2026-03-07,364,16,348,61.0,In Stock
102406,5671,25748.0,,2026-04-17,224,250,198,64.0,In Stock
95677,11060,12249.0,,2026-08-14,8,0,8,70.0,Low Stock
98932,7742,7506.0,,2026-01-10,424,83,341,35.0,In Stock
107632,11891,11426.0,,2026-02-07,154,7,147,52.0,In Stock
119064,29329,20635.0,,2026-08-01,434,11,423,93.0,Overstock
112865,2355,28413.0,,2026-08-15,478,100,378,13.0,In Stock
118420,13433,8555.0,,2026-06-05,414,75,339,99.0,N/A
117696,2277,,99.0,2026-01-03,288,55,233,,In Stock
105773,13525,19109.0,,2026-01-26,230,79,151,18.0,In Stock
117645,26705,7390.0,,2026-08-18,212,1,211,23.0,In Stock
117503,23065,15428.0,,2026-01-24,129,22,165,23.0,In Stock
117753,10292,18039.0,,2026-02-03,262,59,203,87.0,In Stock
118968,5130,,70.0,2026-01-09,448,52,396,31.0,In Stock
99100,4390,4395.0,,2026-01-02,385,83,302,70.0,In Stock
90845,3290,9625.0,,2026-01-21,207,87,120,18.0,In Stock
112154,17289,18300.0,,2026-04-17,200,30,170,34.0,In Stock
114929,25945,19094.0,,2026-04-12,307,33,274,53.0,In Stock
111795,23916,3353.0,,2026-04-16,446,12,434,69.0,Overstock
119347,18043,21904.0,,2026-02-08,176,27,149,,In Stock
118167,11479,19887.0,,2026-04-22,407,33,374,36.0,In Stock
108824,12161,25573.0,,2026-07-22,419,5,414,38.0,Overstock
112587,25389,25792.0,,2026-03-17,93,74,19,66.0,Low Stock
104481,11195,8642.0,,2026-05-21,385,9,376,60.0,In Stock
93398,17117,8167.0,,2026-04-19,60,49,11,75.0,Low Stock
103869,28168,,70.0,2026-04-26,395,55,340,33.0,In Stock
91399,1582,15471.0,,2026-01-31,495,50,445,11.0,Overstock
98325,8366,,53.0,2026-07-16,26,20,6,78.0,Low Stock
94218,5747,3482.0,,2026-04-27,72,42,30,30.0,In Stock
118553,109,,64.0,2026-08-16,3,1,2,17.0,Low Stock
103070,9608,20446.0,,2026-08-04,233,41,192,67.0,In Stock
106695,17943,20442.0,,2026-08-10,144,36,108,66.0,In Stock
113485,27481,,25.0,2026-04-12,252,89,163,100.0,In Stock
116079,7636,10959.0,,2026-08-12,198,20,178,98.0,In Stock
117414,4915,,16.0,2026-06-16,206,80,126,24.0,In Stock
110349,29082,,115.0,2026-04-27,190,35,155,76.0,In Stock
105309,25950,,60.0,2026-04-04,39,10,29,56.0,Low Stock
119843,11441,15351.0,,2026-01-14,214,83,131,42.0,In Stock
90796,2443,,179.0,2026-01-03,56,46,10,90.0,Low Stock
104574,6144,,165.0,2026-06-21,87,36,51,76.0,Low Stock
112768,17948,15099.0,,2026-02-19,394,85,309,29.0,In Stock
100286,1015,23761.0,,2026-04-16,362,37,344,35.0,In Stock
98086,20118,15758.0,,2026-03-22,459,11,448,52.0,Overstock
111475,15035,17739.0,,2026-01-31,2,0,2,54.0,Low Stock
119755,28744,13197.0,,2026-04-21,102,90,12,44.0,Low Stock
98697,10618,16776.0,,2026-05-27,481,75,406,18.0,Overstock
107032,24210,4698.0,,2026-05-30,430,85,345,17.0,In Stock
104736,2164,,177.0,2026-01-05,20,13,7,21.0,Low Stock
113524,26475,,161.0,2026-05-16,188,9,179,87.0,In Stock
118328,22072,22272.0,,2026-06-20,365,51,314,86.0,In Stock
112126,6267,796.0,,2026-08-13,483,61,422,71.0,Overstock
108306,5948,23545.0,,2026-02-10,253,32,221,33.0,In Stock
105704,6820,359.0,,2026-01-10,256,16,240,33.0,In Stock
99202,1764,59.0,,2026-06-04,323,28,295,74.0,In Stock
119799,6095,3632.0,,2026-06-10,455,38,417,22.0,unknown
113440,14949,,16.0,2026-07-01,202,15,187,63.0,In Stock
102182,13052,5073.0,,2026-07-28,225,89,136,49.0,In Stock
106582,26016,,27.0,2026-07-02,157,15,142,50.0,In Stock
107870,13053,20183.0,,2026-07-30,4,2,2,98.0,Low Stock
97901,23642,28273.0,,2026-01-02,106,38,68,17.0,In Stock
108169,27748,,103.0,2026-06-09,357,404,310,74.0,In Stock
111600,24475,18607.0,,2026-02-06,466,74,392,24.0,In Stock
96877,14992,20313.0,,2026-08-16,361,93,268,76.0,In Stock
94336,22603,,176.0,2026-05-19,373,25,348,56.0,In Stock
99805,21612,,50.0,2026-07-06,336,45,291,58.0,In Stock
94551,23785,8668.0,,2026-08-13,304,34,270,21.0,In Stock
115692,1654,3324.0,,2026-05-22,323,24,299,85.0,In Stock
93694,25988,1463.0,,2026-03-25,429,0,429,64.0,Overstock
105295,4765,16163.0,,2026-07-26,404,96,308,60.0,in stock
99073,6437,11549.0,,2026-02-26,1,1,0,81.0,Out of Stock
117830,13263,16106.0,,2026-01-01,198,4,194,54.0,In Stock
103713,18200,11990.0,,2026-06-20,10,5,5,54.0,Low Stock
116136,17384,15180.0,,2026-07-26,318,83,235,90.0,In Stock
104020,8425,1579.0,,2026-01-10,-16,89,237,76.0,In Stock
101627,7966,11421.0,,2026-02-26,380,73,307,94.0,In Stock
118341,28336,,76.0,2027-01-01,495,71,424,77.0,Overstock
94611,12819,4944.0,,2026-03-09,168,9,179,,In Stock
101929,9031,11717.0,,2026-04-22,11,3,8,90.0,Low Stock
111408,9915,29346.0,,2026-06-18,324,73,251,16.0,In Stock
111969,19658,22005.0,,2026-04-28,171,63,108,67.0,In Stock
117595,441,11159.0,,2026-08-15,22,4,18,12.0,In Stock
96754,29514,14182.0,,2026-04-06,403,85,318,87.0,In Stock
98911,4033,25531.0,,2026-07-04,276,11,265,100.0,In Stock
110245,10139,13387.0,,2026-05-24,160,1,159,16.0,In Stock
102734,8004,22192.0,,2026-01-13,98,20,78,24.0,unknown
94202,16091,27682.0,,2026-03-09,182,40,142,53.0,In Stock
94192,5870,16124.0,,2026-04-08,416,54,362,63.0,In Stock
112666,4920,7368.0,,2026-04-11,235,45,190,80.0,In Stock
96761,29664,20220.0,,2026-05-23,84,67,17,47.0,Low Stock
118491,767,3914.0,,2026-01-01,428,42,386,32.0,In Stock
115747,13707,,59.0,2026-02-28,188,52,136,14.0,In Stock
109604,10520,22648.0,,2026-04-24,213,75,138,25.0,In Stock
98979,10003,16739.0,,2026-03-17,161,89,72,14.0,In Stock
106724,25687,4210.0,,2026-06-06,416,95,321,47.0,In Stock
93785,27040,26079.0,,2026-01-18,416,37,379,95.0,In Stock
116366,26248,11896.0,,2026-01-29,488,92,396,46.0,In Stock
101356,25774,25271.0,,2026-05-15,155,37,118,87.0,In Stock
106564,5267,,83.0,2026-03-21,402,48,354,32.0,In Stock
104492,994,20506.0,,2026-03-13,400,68,332,56.0,In Stock
105106,7192,15761.0,,2026-03-05,59,19,40,53.0,Low Stock
116810,14122,4808.0,,2026-08-06,411,0,411,27.0,Overstock
116054,7580,8162.0,,2026-05-10,254,18,236,62.0,In Stock
112059,18678,1931.0,,2026-07-21,223,30,193,73.0,In Stock
105371,25862,6640.0,,2026-04-02,492,41,451,45.0,Overstock
112885,29191,1417.0,,2026-07-25,337,81,256,56.0,In Stock
118039,27623,11058.0,,2026-07-27,193,99,94,60.0,In Stock
96804,24568,8314.0,,2026-02-01,417,37,380,72.0,In Stock
95360,24447,22005.0,,2026-05-29,122,18,104,22.0,In Stock
92910,14337,27203.0,,2026-01-06,363,75,288,55.0,In Stock
104243,7122,19569.0,,2026-05-29,196,27,169,99.0,In Stock
101618,1917,,92.0,2026-04-05,347,83,264,52.0,In Stock
109075,12063,29907.0,,2026-06-16,378,68,310,47.0,In Stock
93417,18675,20539.0,,2026-02-14,285,81,204,23.0,In Stock
111895,8512,19258.0,,2026-03-21,133,39,94,35.0,In Stock
109517,15413,,82.0,2026-05-16,400,37,363,59.0,In Stock
119006,12008,11848.0,,2026-07-06,316,51,265,76.0,In Stock
100064,16046,,102.0,2026-07-24,497,67,430,85.0,Overstock
104873,7791,16255.0,,2026-01-02,131,78,53,10.0,In Stock
102597,3097,13055.0,,2026-08-11,326,65,261,95.0,In Stock
90760,23658,21401.0,,2026-07-10,200,82,118,55.0,In Stock
111415,28909,,174.0,2026-02-18,300,84,216,40.0,In Stock
103253,24101,10563.0,,2026-05-20,469,6,463,37.0,Overstock
96900,19772,2051.0,,2026-02-03,30,4,26,91.0,Low Stock
91789,12255,18593.0,,2026-06-16,341,72,269,37.0,N/A
102144,16275,9924.0,,2026-04-20,28,60,19,44.0,Low Stock
117826,3309,3154.0,,2026-01-14,80,2,78,94.0,Low Stock
115603,28643,1316.0,,2026-07-28,401,18,383,82.0,In Stock
117647,9789,18741.0,,2026-03-26,468,99,369,61.0,In Stock
108105,13680,7081.0,,2026-03-01,138,90,48,77.0,Low Stock
91351,21083,29825.0,,2026-02-10,251,67,184,41.0,In Stock
104921,9098,22729.0,,2026-01-25,190,49,141,70.0,N/A
102095,11571,17750.0,,2026-03-01,166,30,136,54.0,N/A
100043,14749,2142.0,,2026-07-16,243,56,187,70.0,In Stock
101961,16354,14700.0,,2026-01-09,454,55,399,44.0,In Stock
98171,15557,,132.0,2026-01-03,304,49,255,52.0,in stock
103954,21418,18740.0,,2026-06-12,191,20,171,69.0,In Stock
107497,5992,936.0,,2026-01-11,387,49,338,23.0,In Stock
99906,23415,29579.0,,2026-04-21,464,55,409,36.0,N/A
109958,4488,19333.0,,2026-05-06,222,49,173,48.0,In Stock
103550,19360,16672.0,,2026-01-31,336,351,287,77.0,In Stock
102860,1321,17158.0,,2026-03-14,403,30,373,45.0,In Stock
97887,18734,28407.0,,2026-06-17,63,6,57,93.0,Low Stock
92362,7883,23802.0,,2026-02-27,378,1,377,92.0,In Stock
91403,23544,23329.0,,2026-03-13,398,24,374,75.0,In Stock
115453,20074,,133.0,2026-07-31,156,95,61,42.0,In Stock
107777,9390,12614.0,,2026-05-27,38,5,33,51.0,Low Stock
101074,16866,6041.0,,2026-06-17,494,29,465,55.0,Overstock
98858,25457,26071.0,,2026-08-15,9,5,44,89.0,Low Stock
104741,26967,12722.0,,2026-05-08,291,17,274,16.0,In Stock
113987,26656,18034.0,,2026-05-31,84,24,60,41.0,In Stock
101583,15612,17363.0,,2026-07-26,500,78,422,74.0,Overstock
99987,7390,,109.0,2026-05-23,463,50,413,98.0,Overstock
90071,26877,28889.0,,2026-01-08,239,96,143,27.0,In Stock
95508,28813,19943.0,,2026-07-12,213,62,151,48.0,In Stock
103978,27706,24118.0,,2026-04-18,45,31,14,61.0,Low Stock
108967,27245,561.0,,2026-06-03,495,0,495,87.0,Overstock
91880,9511,27902.0,,2026-07-04,395,73,322,98.0,In Stock
98505,23930,11275.0,,2026-01-29,358,52,306,17.0,N/A
111621,2137,2928.0,,2026-08-01,220,100,120,77.0,In Stock
117842,20788,4613.0,,2026-07-18,98,55,43,93.0,Low Stock
111370,3381,18799.0,,2026-06-08,24,2,22,91.0,Low Stock
97072,29677,7174.0,,2026-02-22,96,79,17,45.0,Low Stock
100756,26297,21553.0,,2026-01-17,211,73,138,56.0,In Stock
111325,14712,,70.0,2026-03-10,52,47,5,71.0,Low Stock
94559,25812,26122.0,,2026-04-30,331,98,233,32.0,In Stock
114829,29345,10803.0,,2026-02-01,469,8,461,95.0,Overstock
114011,669,9264.0,,2026-03-29,377,61,316,30.0,In Stock
110494,2638,,163.0,2026-01-23,409,66,343,74.0,In Stock
95504,16029,15298.0,,2026-08-07,37,6,31,76.0,Low Stock
92207,17107,28857.0,,2026-05-18,189,51,138,59.0,In Stock
91810,13853,21801.0,,2026-06-10,114,6,108,56.0,In Stock
104447,4875,4576.0,,2026-07-27,62,27,35,17.0,In Stock
113429,16502,10889.0,,2026-07-15,377,47,330,77.0,In Stock
117189,25690,17736.0,,2026-01-01,394,57,337,74.0,In Stock
99575,17845,22407.0,,2026-02-14,382,0,382,27.0,In Stock
97031,9026,999999.0,,2026-01-16,339,49,290,84.0,In Stock
110352,21005,,134.0,2026-04-16,39,24,15,37.0,Low Stock
95100,18053,26158.0,,2026-07-21,162,24,138,84.0,In Stock
102456,27965,,170.0,2026-03-30,82,82,0,20.0,Out of Stock
108392,2054,15380.0,,2026-07-21,376,62,314,58.0,In Stock
92443,20979,,23.0,2026-05-03,132,27,105,56.0,In Stock
116531,294,,201.0,2026-06-11,226,71,155,90.0,In Stock
119900,22947,,22.0,2026-03-09,81,29,52,52.0,In Stock
95124,12571,,46.0,2026-03-28,419,54,365,81.0,In Stock
92221,18775,23525.0,,2026-07-19,435,89,346,18.0,In Stock
96246,24967,3348.0,,2026-02-11,24,11,13,75.0,Low Stock
110479,7148,,17.0,2026-06-12,4,3,1,60.0,Low Stock
90223,15951,10646.0,,2026-02-11,73,41,32,39.0,Low Stock
102386,9618,23558.0,,2026-01-05,153,43,110,67.0,In Stock
90656,5424,7745.0,,2026-02-03,345,79,266,17.0,In Stock
96439,24848,5269.0,,2026-04-08,209,30,179,10.0,N/A
107256,26913,,197.0,2026-07-03,500,70,430,68.0,Overstock
99364,8033,,133.0,2026-01-17,120,67,53,99.0,Low Stock
109876,29739,9614.0,,2026-01-22,442,65,377,92.0,unknown
118788,7224,12282.0,,2026-04-23,106,46,60,29.0,In Stock
99428,16393,23058.0,,2026-03-18,433,49,384,29.0,In Stock
90323,1663,15578.0,,2026-07-01,27,23,4,80.0,Low Stock
111190,2754,28706.0,,2026-07-18,268,93,175,95.0,In Stock
97722,19474,7429.0,,2026-05-12,266,61,205,25.0,In Stock
119238,4261,,63.0,2026-06-10,188,64,124,50.0,In Stock
119541,24771,,80.0,2026-06-16,406,2,404,61.0,Overstock
95145,15354,21854.0,,2026-04-10,234,81,153,34.0,In Stock
110264,698,,30.0,2026-05-30,420,24,396,81.0,In Stock
113138,28222,,112.0,2026-01-16,32,11,117,26.0,Low Stock
99518,7065,,49.0,2026-06-16,37,17,20,30.0,Low Stock
106027,7646,14160.0,,2026-05-03,56,56,0,94.0,Out of Stock
99775,10161,,51.0,2026-06-12,375,65,310,92.0,In Stock
99321,6411,24899.0,,2026-05-23,207,38,169,86.0,In Stock
96485,2361,,96.0,2026-04-25,469,57,412,45.0,Overstock
114135,15255,13757.0,,2026-01-22,413,47,366,52.0,In Stock
96011,14342,,116.0,2026-01-08,215,66,149,26.0,In Stock
103727,1832,22958.0,,2026-07-07,226,32,194,51.0,In Stock
100095,8481,,100.0,2026-04-10,457,16,441,11.0,Overstock
119082,16413,20772.0,,2026-01-26,67,24,43,66.0,Low Stock
95732,13713,,123.0,2026-02-15,154,10,144,12.0,In Stock
90370,26881,24369.0,,2026-04-17,197,37,160,84.0,In Stock
97224,5600,25884.0,,2026-02-16,165,97,68,96.0,Low Stock
99062,14742,17775.0,,2026-06-07,241,29,212,79.0,In Stock
94122,22016,49.0,,2026-01-29,126,90,36,74.0,Low Stock
105190,26986,7023.0,,2026-08-06,203,95,108,16.0,In Stock
